TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47934716;;;NE;C;;;-9214258.0000;-371.0000;229415121.0000
47934717;;;NE;C;;;-6772888.0000;-270.0000;-104168356.0000
47934718;;;NE;C;;;9141760.0000;373.0000;-229730380.0000
47934719;;;NE;C;;;6772888.0000;270.0000;104168356.0000
47934720;;;NE;C;;;-9141760.0000;-373.0000;229730380.0000
47934721;;;NE;C;;;-6670869.0000;-271.0000;-103899675.0000
47934722;;;NE;C;;;9083393.0000;376.0000;-229807057.0000
47934723;;;NE;C;;;6670869.0000;271.0000;103899675.0000
47934724;;;NE;C;;;-9083393.0000;-376.0000;229807057.0000
47934725;;;NE;C;;;-6559466.0000;-273.0000;-103285014.0000
47934726;;;NE;C;;;9019590.0000;378.0000;-230113851.0000
47934727;;;NE;C;;;6559466.0000;273.0000;103285014.0000
47934728;;;NE;C;;;-9019590.0000;-378.0000;230113851.0000
47934729;;;NE;C;;;-6449569.0000;-274.0000;-102670202.0000
47934730;;;NE;C;;;8959924.0000;381.0000;-230416651.0000
47934731;;;NE;C;;;6449569.0000;274.0000;102670202.0000
47934732;;;NE;C;;;-8959924.0000;-381.0000;230416651.0000
47934733;;;NE;C;;;-117975195.0000;-4222.0000;-1962343933.0000
47934734;;;NE;C;;;160470145.0000;5200.0000;-2588137761.0000
47934735;;;NE;C;;;117936656.0000;4221.0000;1961702887.0000
47934736;;;NE;C;;;-160417724.0000;-5198.0000;2587292285.0000
47934737;;;NE;C;;;-180497226.0000;-9749.0000;-3458200587.0000
47934738;;;NE;C;;;226854718.0000;12145.0000;-4120024002.0000
47934739;;;NE;C;;;180441938.0000;9746.0000;3457141317.0000
47934740;;;NE;C;;;-226785231.0000;-12142.0000;4118762011.0000
47934743;;;NE;C;;;-237813857.0000;-13061.0000;-4590128624.0000
47934744;;;NE;C;;;276979653.0000;15528.0000;-4851805225.0000
47934745;;;NE;C;;;237741095.0000;13057.0000;4588724213.0000
47934746;;;NE;C;;;-276894907.0000;-15524.0000;4850320750.0000
47934747;;;NE;C;;;-59453464.0000;-3265.0000;-1147532156.0000
47934748;;;NE;C;;;59435274.0000;3264.0000;1147181053.0000
47934749;;;NE;C;;;69244913.0000;3882.0000;-1212951306.0000
47934750;;;NE;C;;;-69223727.0000;-3881.0000;1212580187.0000
47934800;;;NE;C;;;13244.0000;0.0000;10855.0000
47934801;;;NE;C;;;8239757.0000;8.0000;-666387662.0000
47934802;;;NE;C;;;-1028740.0000;-1.0000;657706145.0000
47934803;;;NE;C;;;-13244.0000;0.0000;-10855.0000
47934804;;;NE;C;;;-8239757.0000;-8.0000;666387662.0000
47934805;;;NE;C;;;1028740.0000;1.0000;-657706145.0000
47934806;;;NE;C;;;407902.0000;1.0000;578428.0000
47934807;;;NE;C;;;16103153.0000;29.0000;-638372033.0000
47934808;;;NE;C;;;-4989701.0000;-9.0000;648059132.0000
47934809;;;NE;C;;;-407902.0000;-1.0000;-578428.0000
47934810;;;NE;C;;;-16103153.0000;-29.0000;638372033.0000
47934821;;;NE;C;;;0.0000;0.0000;52726712.0000
47934822;;;NE;C;;;0.0000;0.0000;-72232339.0000
47934850;;;NE;C;;;2959497.0000;11.0000;8031969.0000
47934852;;;NE;C;;;-9907475.0000;-37.0000;407059556.0000
47934854;;;NE;C;;;-16192590.0000;-62.0000;381131971.0000
47934856;;;NE;C;;;3575756.0000;16.0000;11143608.0000
47934858;;;NE;C;;;-10406895.0000;-47.0000;398931934.0000
47934860;;;NE;C;;;-18208080.0000;-76.0000;369007273.0000
47934864;;;NE;C;;;761953.0000;1.0000;1192859.0000
47934866;;;NE;C;;;-6005372.0000;-11.0000;431703060.0000
47934868;;;NE;C;;;-16157282.0000;-29.0000;413529822.0000
47934870;;;NE;C;;;2123089.0000;6.0000;4785604.0000
47934872;;;NE;C;;;-8872572.0000;-25.0000;417001470.0000
47934874;;;NE;C;;;-13657804.0000;-48.0000;394225483.0000
47934880;;;NE;C;;;0.0000;0.0000;-42153161.0000
47934884;;;NE;C;;;56464.0000;0.0000;51562.0000
47934886;;;NE;C;;;-1961111.0000;-2.0000;442775082.0000
47934887;;;NE;C;;;-56464.0000;0.0000;-51562.0000
47934915;;;NE;C;;;-7999079.0000;-344.0000;260282589.0000
47934917;;;NE;C;;;20500707.0000;534.0000;263265772.0000
47934919;;;NE;C;;;23953678.0000;243.0000;161079205.0000
47934929;;;NE;C;;;-8407987.0000;-298.0000;274292997.0000
47934931;;;NE;C;;;8255370.0000;316.0000;-268291088.0000
47934933;;;NE;C;;;-8255370.0000;-316.0000;268291088.0000
47934935;;;NE;C;;;8056872.0000;330.0000;-263954744.0000
47934937;;;NE;C;;;-8056872.0000;-330.0000;263954744.0000
47934940;;;NE;C;;;7999079.0000;344.0000;-260282589.0000
47934941;;;NE;C;;;3132141.0000;78.0000;26861839.0000
47934943;;;NE;C;;;-11883013.0000;-239.0000;295125976.0000
47934945;;;NE;C;;;9868281.0000;253.0000;-292756568.0000
47934947;;;NE;C;;;-9868281.0000;-253.0000;292756568.0000
47934949;;;NE;C;;;8839029.0000;275.0000;-282599657.0000
47934952;;;NE;C;;;-3365782.0000;-116.0000;-35529067.0000
47934954;;;NE;C;;;-2393567.0000;-33.0000;-13518729.0000
47934956;;;NE;C;;;2393567.0000;33.0000;13518729.0000
47934958;;;NE;C;;;-2858201.0000;-52.0000;-19818557.0000
47934960;;;NE;C;;;2858201.0000;52.0000;19818557.0000
47934962;;;NE;C;;;-3081560.0000;-67.0000;-24408124.0000
47934964;;;NE;C;;;3081560.0000;67.0000;24408124.0000
47934966;;;NE;C;;;-3132141.0000;-78.0000;-26861839.0000
47934968;;;NE;C;;;-56815.0000;0.0000;-99615.0000
47934970;;;NE;C;;;56815.0000;0.0000;99615.0000
47934972;;;NE;C;;;-875513.0000;-6.0000;-2805294.0000
47934974;;;NE;C;;;875513.0000;6.0000;2805294.0000
47934976;;;NE;C;;;-1786127.0000;-19.0000;-8072526.0000
47934978;;;NE;C;;;1786127.0000;19.0000;8072526.0000
47934980;;;NE;C;;;3259750.0000;133.0000;38090641.0000
47934982;;;NE;C;;;-3208601.0000;-141.0000;-39310749.0000
47934984;;;NE;C;;;3208601.0000;141.0000;39310749.0000
47934994;;;NE;C;;;3396085.0000;105.0000;33655521.0000
47934996;;;NE;C;;;-3365782.0000;-116.0000;-35529067.0000
47934998;;;NE;C;;;3365782.0000;116.0000;35529067.0000
47935000;;;NE;C;;;-3321691.0000;-125.0000;-36989343.0000
47935002;;;NE;C;;;3321691.0000;125.0000;36989343.0000
47935004;;;NE;C;;;-3259750.0000;-133.0000;-38090641.0000
47935006;;;NE;C;;;-3081560.0000;-67.0000;-24408124.0000
47935008;;;NE;C;;;9044860.0000;190.0000;-323002924.0000
47935010;;;NE;C;;;-3132141.0000;-78.0000;-26861839.0000
47935012;;;NE;C;;;3132141.0000;78.0000;26861839.0000
47935014;;;NE;C;;;-3462147.0000;-98.0000;-32786327.0000
47935015;;;NE;C;;;8620043.0000;230.0000;-306610977.0000
47935017;;;NE;C;;;-8620043.0000;-230.0000;306610977.0000
47935020;;;NE;C;;;-1786127.0000;-19.0000;-8072526.0000
47935022;;;NE;C;;;1786127.0000;19.0000;8072526.0000
47935024;;;NE;C;;;-2393567.0000;-33.0000;-13518729.0000
47935025;;;NE;C;;;2393567.0000;33.0000;13518729.0000
47935027;;;NE;C;;;-2858201.0000;-52.0000;-19818557.0000
47935029;;;NE;C;;;2858201.0000;52.0000;19818557.0000
47935031;;;NE;C;;;-8927447.0000;-165.0000;332432516.0000
47935035;;;NE;C;;;0.0000;0.0000;56927424.0000
47935039;;;NE;C;;;5664681.0000;20.0000;-416038093.0000
47935041;;;NE;C;;;-5664681.0000;-20.0000;416038093.0000
47935043;;;NE;C;;;7533893.0000;53.0000;-391337097.0000
47935045;;;NE;C;;;4023171.0000;77.0000;-168935852.0000
47935047;;;NE;C;;;-4023171.0000;-77.0000;168935852.0000
47935049;;;NE;C;;;3910543.0000;89.0000;-164445718.0000
47935051;;;NE;C;;;-3910543.0000;-89.0000;164445718.0000
47935053;;;NE;C;;;4186191.0000;101.0000;-159367410.0000
47935055;;;NE;C;;;-4186191.0000;-101.0000;159367410.0000
47935059;;;NE;C;;;3194274.0000;22.0000;-197136662.0000
47935061;;;NE;C;;;-3194274.0000;-22.0000;197136662.0000
47935063;;;NE;C;;;4133063.0000;42.0000;-185635636.0000
47935065;;;NE;C;;;-4133063.0000;-42.0000;185635636.0000
47935067;;;NE;C;;;4278808.0000;60.0000;-176714733.0000
47935069;;;NE;C;;;-4278808.0000;-60.0000;176714733.0000
47935071;;;NE;C;;;-3371538.0000;-24.0000;196728921.0000
47935073;;;NE;C;;;4367883.0000;45.0000;-184588613.0000
47935075;;;NE;C;;;-4367883.0000;-45.0000;184588613.0000
47935077;;;NE;C;;;5158105.0000;100.0000;-158578243.0000
47935079;;;NE;C;;;-5158105.0000;-100.0000;158578243.0000
47935081;;;NE;C;;;5351110.0000;113.0000;-152977742.0000
47935083;;;NE;C;;;-5351110.0000;-113.0000;152977742.0000
47935085;;;NE;C;;;-110881724.0000;-2944.0000;2568298650.0000
47935087;;;NE;C;;;213754805.0000;5961.0000;-5147778405.0000
47935089;;;NE;C;;;-213684643.0000;-5959.0000;5146088697.0000
47935091;;;NE;C;;;155034136.0000;4673.0000;-3727647635.0000
47935093;;;NE;C;;;-154983084.0000;-4672.0000;3726420137.0000
47935095;;;NE;C;;;3371538.0000;24.0000;-196728921.0000
47935097;;;NE;C;;;120303767.0000;2838.0000;-2583958407.0000
47935098;;;NE;C;;;-120186068.0000;-2835.0000;2581430394.0000
47935104;;;NE;C;;;-168357663.0000;-4857.0000;-1718194600.0000
47935106;;;NE;C;;;168302504.0000;4856.0000;1717631672.0000
47935109;;;NE;C;;;110918064.0000;2945.0000;-2569140371.0000
47935114;;;NE;C;;;-28408.0000;0.0000;-49807.0000
47935116;;;NE;C;;;28408.0000;0.0000;49807.0000
47935119;;;NE;C;;;481215070.0000;11351.0000;-10335833630.0000
47935120;;;NE;C;;;-480744273.0000;-11340.0000;10325721576.0000
47935122;;;NE;C;;;-43560356.0000;-1176.0000;-433271239.0000
47935125;;;NE;C;;;-146683677.0000;-3534.0000;-1295987879.0000
47935127;;;NE;C;;;146636180.0000;3533.0000;1295568237.0000
47935129;;;NE;C;;;127667407.0000;2432.0000;-2890745013.0000
47935131;;;NE;C;;;-127626068.0000;-2431.0000;2889808987.0000
47935139;;;NE;C;;;0.0000;0.0000;29081890.0000
47935143;;;NE;C;;;2420938.0000;9.0000;-208318012.0000
47935145;;;NE;C;;;-2420938.0000;-9.0000;208318012.0000
47935147;;;NE;C;;;-66753125.0000;-1470.0000;-544382906.0000
47935149;;;NE;C;;;66730929.0000;1469.0000;544201893.0000
47935153;;;NE;C;;;335522574.0000;6021.0000;-9444632454.0000
47935155;;;NE;C;;;-335411857.0000;-6019.0000;9441515889.0000
47935156;;;NE;C;;;223681716.0000;4014.0000;-6296421636.0000
47935158;;;NE;C;;;64600566.0000;1341.0000;502042503.0000
47935162;;;NE;C;;;116427394.0000;2244.0000;839013783.0000
47935165;;;NE;C;;;-29145058.0000;-562.0000;-210028795.0000
47935167;;;NE;C;;;-100878619.0000;-1837.0000;3229259931.0000
47935170;;;NE;C;;;-109909449.0000;-227.0000;8577734795.0000
47935175;;;NE;C;;;338486.0000;1.0000;-202566993.0000
47935177;;;NE;C;;;-27841.0000;0.0000;192854255.0000
47935179;;;NE;C;;;27841.0000;0.0000;-192854255.0000
47935538;;;NE;C;;;447922.0000;23.0000;-37104810.0000
